Live	https://www.theguardian.com/australia-news/live/2017/mar/29/company-tax-cuts-debate-to-hit-senate-as-xenophon-stands-firm-on-18c-politics-live
Live	https://www.theguardian.com/australia-news/live/2017/mar/29/cyclone-debbie-flooding-and-heavy-rain-continue-to-hammer-north-queensland-live-updates
Paris deal is 'cactus'	https://www.theguardian.com/australia-news/2017/mar/29/conservative-liberals-watching-trumps-lead-on-climate-key-backbencher-says
Melbourne	https://www.theguardian.com/australia-news/2017/mar/29/man-faces-perjury-allegations-over-death-of-british-woman-stacey-tierney
Penalty rates	https://www.theguardian.com/australia-news/2017/mar/29/xenophon-backflip-on-penalty-rates-means-bill-to-stop-cuts-will-pass-senate
Essendon plane crash	https://www.theguardian.com/australia-news/2017/mar/29/essendon-plane-crash-black-box-failed-to-record-investigators-say
Trump lawyers	https://www.theguardian.com/us-news/2017/mar/28/donald-trump-lawsuit-summer-zervos-apprentice-sexual-harassment
Sadiq Khan	https://www.theguardian.com/australia-news/2017/mar/29/misleading-qa-question-on-sadiq-khan-should-have-been-corrected-abc-admits
Article 50	https://www.theguardian.com/politics/2017/mar/28/theresa-may-to-call-on-britons-to-unite-as-she-triggers-article-50
Mexico	https://www.theguardian.com/world/2017/mar/28/mexican-man-cleared-sexual-assault-schoolgirl-because-he-didnt-enjoy-it
Send Me an Angel	https://www.theguardian.com/music/musicblog/2017/mar/29/send-me-an-angel-the-80s-synth-pop-anthem-that-took-over-the-world
 	https://www.theguardian.com/commentisfree/2017/mar/29/cricket-australia-has-dropped-the-ball-on-alcohol-sponsorship
'We are all entrepreneurs'	https://www.theguardian.com/sustainable-business/2017/mar/29/we-are-all-entrepreneurs-muhammad-yunus-on-changing-the-world-one-microloan-at-a-time
Alien intelligence	https://www.theguardian.com/environment/2017/mar/28/alien-intelligence-the-extraordinary-minds-of-octopuses-and-other-cephalopods
San Francisco	https://www.theguardian.com/us-news/2017/mar/28/san-francisco-100-year-old-eviction-iris-canada-dies
 	https://www.theguardian.com/commentisfree/2017/mar/28/arctic-researcher-donald-trump-deleting-my-citations
Social media camp	https://www.theguardian.com/media/2017/mar/28/social-media-star-creator-camp-los-angeles
Making tracks	https://www.theguardian.com/science/2017/mar/28/worlds-largest-dinosaur-footprints-discovered-in-western-australia
 	https://www.theguardian.com/sport/2017/mar/29/australias-disappointment-in-india-tempered-by-strides-forward
World Cup	https://www.theguardian.com/football/2017/mar/28/socceroos-remain-in-control-of-their-world-cup-destiny-with-win-over-uae
Cricket	https://www.theguardian.com/sport/2017/mar/28/jimmy-anderson-hopes-injury-free-england-test-summer-runup-ashes
Lionel Messi	https://www.theguardian.com/football/2017/mar/28/lionel-messi-banned-four-argentina-matches-insulting-official
US	https://www.theguardian.com/sport/2017/mar/28/olympic-gymnasts-testify-to-senate-judiciary-committee-over-sex-abuse-scandal
 	https://www.theguardian.com/sustainable-business/2017/mar/29/hazelwoods-closure-shows-companies-and-governments-must-plan-ahead-for-climate-change
 	https://www.theguardian.com/business/grogonomics/2017/mar/29/superannuation-default-fund-changes-political-industry-v-retail
 	https://www.theguardian.com/commentisfree/2017/mar/28/lone-attackers-domestic-violence-khalid-masood-westminster-attacks-terrorism
 	https://www.theguardian.com/commentisfree/2017/mar/28/10-reasons-why-the-company-tax-cut-is-a-really-bad-idea
 	https://www.theguardian.com/commentisfree/2017/mar/28/rape-elle-five-star-paul-verhoeven-film
 	https://www.theguardian.com/us-news/commentisfree/2017/mar/28/america-party-less-caring-21-century-republicans-gop
Cyclone Debbie	https://www.theguardian.com/australia-news/video/2017/mar/29/queenslanders-wake-up-to-severe-damage-from-cyclone-debbie-video
Winners	https://www.theguardian.com/artanddesign/gallery/2017/mar/28/the-winners-of-the-smithsonians-2017-photography-competition
Scotland	https://www.theguardian.com/politics/video/2017/mar/28/scottish-mps-vote-to-seek-new-referendum-video
The very edge of a city	https://www.theguardian.com/cities/gallery/2017/mar/28/very-edge-of-mexico-city-hinterlands-in-pictures
Snuffed out	https://www.theguardian.com/australia-news/gallery/2017/mar/28/powering-down-the-last-days-of-hazelwood-power-station-in-pictures
Inside Aleppo	https://www.theguardian.com/world/video/2017/mar/28/inside-aleppo-life-after-the-siege-video
'I think I've made a terrible mistake'	https://www.theguardian.com/uk-news/2017/mar/28/brexit-heartlands-pro-leave-havering-essex-photo-essay
Superannuation shakeup	https://www.theguardian.com/australia-news/2017/mar/29/superannuation-shakeup-proposes-one-default-fund-for-life
Hazelwood	https://www.theguardian.com/australia-news/2017/mar/29/australian-medical-association-job-losses-hazelwood-brown-coal-power-closure-health-benefits
Offshore detention	https://www.theguardian.com/australia-news/2017/mar/29/immigration-department-suppressed-detention-contractors-name-due-to-boycotts
Oil and gas revenue	https://www.theguardian.com/australia-news/2017/mar/29/tax-justice-advocates-urge-senate-to-push-for-fair-take-of-oil-and-gas-revenue
Minimum wage	https://www.theguardian.com/australia-news/2017/mar/29/actu-to-push-for-45-a-week-increase-in-minimum-wage-sally-mcmanus-to-say
Privileges claim upheld	https://www.theguardian.com/australia-news/2017/mar/28/documents-seized-in-hunt-for-nbc-co-leaks-to-be-withheld-from-police-investigation
Politicians' expenses	https://www.theguardian.com/australia-news/2017/mar/28/new-travel-expenses-rules-would-still-let-mps-attend-sporting-events-scott-ryan-signals
Tasmanian tiger	https://www.theguardian.com/environment/2017/mar/28/tasmanian-tiger-sighting-search-thylacine-queensland-australia
Congo	https://www.theguardian.com/world/2017/mar/29/bodies-of-two-un-investigators-found-in-congo-village
Neuroscience	https://www.theguardian.com/science/2017/mar/28/neuroprosthetic-tetraplegic-man-control-hand-with-thought-bill-kochevar
France	https://www.theguardian.com/world/2017/mar/28/francois-penelope-fillon-wife-charged-embezzlement-public-funds
Plane electronics bans	https://www.theguardian.com/world/2017/mar/28/airline-electronic-device-ban-middle-east-iata
Uber	https://www.theguardian.com/technology/2017/mar/28/uber-diversity-report-white-male-women-minorities
Westminster attack	https://www.theguardian.com/uk-news/2017/mar/28/westminster-terrorist-khalid-masood-wasnt-an-islamist-says-ex-boss
US	https://www.theguardian.com/technology/2017/mar/28/privacy-protection-sell-web-browsing-history-data
UK	https://www.theguardian.com/politics/2017/mar/28/scottish-parliament-votes-for-second-independence-referendum-nicola-sturgeon
'Coal is in our blood'	https://www.theguardian.com/australia-news/2017/mar/28/gloom-in-the-valley-as-hazelwood-fades-to-black
Life in the ruins of Aleppo	https://www.theguardian.com/world/2017/mar/28/life-ruins-aleppo-rebel-syria-bombing-russia
Donâ€™t Care Good Hair	https://www.theguardian.com/fashion/2017/mar/28/dont-care-good-hair-low-fi-blow-dry-alexa-chung-emma-stone-claudia-winkleman
Late-night hosts on Trump	https://www.theguardian.com/culture/2017/mar/28/late-night-tv-roundup-trump-jimmy-fallon-trevor-noah
No leggings?	https://www.theguardian.com/fashion/2017/mar/28/no-leggings-united-airlines-dress-code-sexist-unfashionable
Know the ledge	https://www.theguardian.com/music/2017/mar/28/best-hip-hop-autobiographies-gucci-mane-jay-z-wu-tang-clan
Gary, Indiana	https://www.theguardian.com/society/2017/mar/28/poverty-racism-gary-indiana-factory-jobs
'Skimpies' night	https://www.theguardian.com/australia-news/2017/mar/28/skimpies-nights-western-australia-pub-tradition
True Detective	https://www.theguardian.com/tv-and-radio/2017/mar/28/true-detective-season-3-hbo
Val Kilmer	https://www.theguardian.com/film/shortcuts/2017/mar/28/val-kilmer-cate-blanchett-weird-tweets
Bill O'Reilly	https://www.theguardian.com/media/2017/mar/28/bill-oreilly-maxine-waters-james-brown-wig
Adele	https://www.theguardian.com/music/video/2017/mar/28/someone-like-her-memorable-moments-from-adeles-world-tour-video
Courting Kylie Minogue	https://www.theguardian.com/music/musicblog/2017/mar/28/stock-aitken-waterman-mike-hit-factory-pop-songwriters-kylie
Queensland	https://www.theguardian.com/australia-news/gallery/2017/mar/29/damage-after-cyclone-debbie-in-pictures
